Country,Is Non-Muslim,Source,Language,Localization name,Code,country_id,localization_id,Default translation,Translated by,Translation ID,Description,URL
Tajikistan,No,fawazahmed,Tajik,Tajik,tgk,24,24,1,Abdolmohammad Ayati,tgk_abdolmohammaday,Translated by Abdolmohammad Ayati in Tajik,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/tgk-abdolmohammaday.json
Tajikistan,No,fawazahmed,Tajik,Tajik,tgk,24,24,1,Www.islamhouse.com,tgk_wwwislamhouseco,Translated by Www.islamhouse.com in Tajik,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/tgk-wwwislamhouseco.json
Thailand,Yes,fawazahmed,Thai,Thai,tha,33,33,1,King Fahad Quran Complex,tha_kingfahadquranc,Translated by King Fahad Quran Complex in Thai,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/tha-kingfahadquranc.json
Turkey,No,fawazahmed,Turkish,Turkish,tur,11,11,1,Abdulbaki Golpinarli,tur_abdulbakigolpin,Translated by Abdulbaki Golpinarli in Turkish,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/tur-abdulbakigolpin.json
Turkey,No,fawazahmed,Turkish,Turkish,tur,11,11,1,Adem Ugur,tur_ademugur,Translated by Adem Ugur in Turkish,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/tur-ademugur.json
Turkey,No,fawazahmed,Turkish,Turkish,tur,11,11,1,Ali Bulac,tur_alibulac,Translated by Ali Bulac in Turkish,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/tur-alibulac.json
Turkey,No,fawazahmed,Turkish,Turkish,tur,11,11,1,Ali Fikri Yavuz,tur_alifikriyavuz,Translated by Ali Fikri Yavuz in Turkish,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/tur-alifikriyavuz.json
Turkey,No,fawazahmed,Turkish,Turkish,tur,11,11,1,Celal Y Ld R M,tur_celalyldrm,Translated by Celal Y Ld R M in Turkish,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/tur-celalyldrm.json
Turkey,No,fawazahmed,Turkish,Turkish,tur,11,11,1,Diyanet Isleri,tur_diyanetisleri,Translated by Diyanet Isleri in Turkish,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/tur-diyanetisleri.json
Turkey,No,fawazahmed,Turkish,Turkish,tur,11,11,1,Diyanet Vakfi,tur_diyanetvakfi,Translated by Diyanet Vakfi in Turkish,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/tur-diyanetvakfi.json
Turkey,No,fawazahmed,Turkish,Turkish,tur,11,11,1,Edip Yuksel,tur_edipyuksel,Translated by Edip Yuksel in Turkish,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/tur-edipyuksel.json
Turkey,No,fawazahmed,Turkish,Turkish,tur,11,11,1,Elmalili Hamdi Yazir,tur_elmalilihamdiya,Translated by Elmalili Hamdi Yazir in Turkish,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/tur-elmalilihamdiya.json
Turkey,No,fawazahmed,Turkish,Turkish,tur,11,11,1,Fizilal Il Kuran,tur_fizilalilkuran,Translated by Fizilal Il Kuran in Turkish,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/tur-fizilalilkuran.json
Turkey,No,fawazahmed,Turkish,Turkish,tur,11,11,1,Gultekin Onan,tur_gultekinonan,Translated by Gultekin Onan in Turkish,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/tur-gultekinonan.json
Turkey,No,fawazahmed,Turkish,Turkish,tur,11,11,1,Hasan Basri Cantay,tur_hasanbasricanta,Translated by Hasan Basri Cantay in Turkish,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/tur-hasanbasricanta.json
Turkey,No,fawazahmed,Turkish,Turkish,tur,11,11,1,Ibni Kesir,tur_ibnikesir,Translated by Ibni Kesir in Turkish,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/tur-ibnikesir.json
Turkey,No,fawazahmed,Turkish,Turkish,tur,11,11,1,Iskender Ali Mihr,tur_iskenderalimihr,Translated by Iskender Ali Mihr in Turkish,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/tur-iskenderalimihr.json
Turkey,No,fawazahmed,Turkish,Turkish,tur,11,11,1,Latin Alphabet,tur_latinalphabet,Translated by Latin Alphabet in Turkish,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/tur-latinalphabet.json
Turkey,No,fawazahmed,Turkish,Turkish,tur,11,11,1,Muhammed Esed,tur_muhammedesed,Translated by Muhammed Esed in Turkish,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/tur-muhammedesed.json
Turkey,No,fawazahmed,Turkish,Turkish,tur,11,11,1,Muhammet Abay,tur_muhammetabay,Translated by Muhammet Abay in Turkish,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/tur-muhammetabay.json
Turkey,No,fawazahmed,Turkish,Turkish,tur,11,11,1,Muslim Shahin,tur_muslimshahin,Translated by Muslim Shahin in Turkish,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/tur-muslimshahin.json
Turkey,No,fawazahmed,Turkish,Turkish,tur,11,11,1,Saban Piris,tur_sabanpiris,Translated by Saban Piris in Turkish,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/tur-sabanpiris.json
Turkey,No,fawazahmed,Turkish,Turkish,tur,11,11,1,Shaban Britch,tur_shabanbritch,Translated by Shaban Britch in Turkish,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/tur-shabanbritch.json
Turkey,No,fawazahmed,Turkish,Turkish,tur,11,11,1,Suat Yildirim,tur_suatyildirim,Translated by Suat Yildirim in Turkish,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/tur-suatyildirim.json
Turkey,No,fawazahmed,Turkish,Turkish,tur,11,11,1,Suleyman Ates,tur_suleymanates,Translated by Suleyman Ates in Turkish,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/tur-suleymanates.json
Turkey,No,fawazahmed,Turkish,Turkish,tur,11,11,1,Tefhim Ul Kuran,tur_tefhimulkuran,Translated by Tefhim Ul Kuran in Turkish,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/tur-tefhimulkuran.json
Turkey,No,fawazahmed,Turkish,Turkish,tur,11,11,1,Www.islamhouse.com,tur_wwwislamhouseco,Translated by Www.islamhouse.com in Turkish,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/tur-wwwislamhouseco.json
Turkey,No,fawazahmed,Turkish,Turkish,tur,11,11,1,Yasar Nuri Ozturk,tur_yasarnuriozturk,Translated by Yasar Nuri Ozturk in Turkish,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/tur-yasarnuriozturk.json
Turkey,No,fawazahmed,Turkish,Turkish,tur,11,11,1,Y. N. Ozturk,tur_ynozturk,Translated by Y. N. Ozturk in Turkish,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/tur-ynozturk.json
Ghana,Yes,fawazahmed,Twi,Twi,twi,61,61,1,Sheikh Haroun Ismaeel,twi_sheikhharounism,Translated by Sheikh Haroun Ismaeel in Twi,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/twi-sheikhharounism.json
China (Xinjiang region),No,fawazahmed,Uighur,Uighur,uig,29,29,1,Shaykh Muhammad Saleh,uig_shaykhmuhammads,Translated by Shaykh Muhammad Saleh in Uighur,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/uig-shaykhmuhammads.json
Ukraine,Yes,fawazahmed,Ukrainian,Ukrainian,ukr,21,21,1,Hadi Abdollahian,ukr_hadiabdollahian,Translated by Hadi Abdollahian in Ukrainian,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/ukr-hadiabdollahian.json
Ukraine,Yes,fawazahmed,Ukrainian,Ukrainian,ukr,21,21,1,Yakubovych,ukr_yakubovych,Translated by Yakubovych in Ukrainian,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/ukr-yakubovych.json
"Pakistan, India",Mixed,fawazahmed,Urdu,Urdu,urd,41,41,1,Abul A Ala Maududi,urd_abulaalamaududi,Translated by Abul A Ala Maududi in Urdu,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/urd-abulaalamaududi.json
"Pakistan, India",Mixed,fawazahmed,Urdu,Urdu,urd,41,41,1,Ahmed Ali,urd_ahmedali,Translated by Ahmed Ali in Urdu,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/urd-ahmedali.json
"Pakistan, India",Mixed,fawazahmed,Urdu,Urdu,urd,41,41,1,Fateh Muhammad Jalandhry,urd_fatehmuhammadja,Translated by Fateh Muhammad Jalandhry in Urdu,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/urd-fatehmuhammadja.json
"Pakistan, India",Mixed,fawazahmed,Urdu,Urdu,urd,41,41,1,Mahmood Ul Hassan,urd_mahmoodulhassan,Translated by Mahmood Ul Hassan in Urdu,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/urd-mahmoodulhassan.json
"Pakistan, India",Mixed,fawazahmed,Urdu,Urdu,urd,41,41,1,Muhammad Hussain Najafi,urd_muhammadhussain,Translated by Muhammad Hussain Najafi in Urdu,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/urd-muhammadhussain.json
"Pakistan, India",Mixed,fawazahmed,Urdu,Urdu,urd,41,41,1,Muhammad Karam Shah Al Azhari,urd_muhammadkaramsh,Translated by Muhammad Karam Shah Al Azhari in Urdu,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/urd-muhammadkaramsh.json
"Pakistan, India",Mixed,fawazahmed,Urdu,Urdu,urd,41,41,1,Muhammad Tahir Ul Qadri,urd_muhammadtahirul,Translated by Muhammad Tahir Ul Qadri in Urdu,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/urd-muhammadtahirul.json
"Pakistan, India",Mixed,fawazahmed,Urdu,Urdu,urd,41,41,1,Muhammad Taqi Usmani,urd_muhammadtaqiusm,Translated by Muhammad Taqi Usmani in Urdu,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/urd-muhammadtaqiusm.json
"Pakistan, India",Mixed,fawazahmed,Urdu,Urdu,urd,41,41,1,Syed Zeeshan Haider Jawadi,urd_syedzeeshanhaid,Translated by Syed Zeeshan Haider Jawadi in Urdu,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/urd-syedzeeshanhaid.json
Uzbekistan,No,fawazahmed,Uzbek,Uzbek,uzb,23,23,1,Alaaudeen Mansour,uzb_alaaudeenmansou,Translated by Alaaudeen Mansour in Uzbek,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/uzb-alaaudeenmansou.json
South Africa,Yes,fawazahmed,Xhosa,Xhosa,xho,100,100,1,Imaam Ismaaeel Ngqoyiyana,xho_imaamismaaeelng,Translated by Imaam Ismaaeel Ngqoyiyana in Xhosa,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/xho-imaamismaaeelng.json
Nigeria,Mixed,fawazahmed,Yoruba,Yoruba,yor,51,51,1,Shaykh Abu Rahimah Mikael Aykyuni,yor_shaykhaburahima,Translated by Shaykh Abu Rahimah Mikael Aykyuni in Yoruba,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/yor-shaykhaburahima.json
Papua New Guinea,Yes,fawazahmed,Yau,Yau,yuw,101,101,1,Muhammad Bin Abdul Hamid Silika,yuw_muhammadbinabdu,Translated by Muhammad Bin Abdul Hamid Silika in Yau,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/yuw-muhammadbinabdu.json
"Taiwan, Hong Kong, Macau",Yes,fawazahmed,Chinese(traditional),Chinese(traditional),zho,102,102,1,Anonymous Group Of Translators,zho_anonymousgroupo,Translated by Anonymous Group Of Translators in Chinese(traditional),https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/zho-anonymousgroupo.json
China,Yes,fawazahmed,Chinese(simplified),Chinese(simplified),zho,29,29,1,Ma Jian,zho_majian,Translated by Ma Jian in Chinese(simplified),https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/zho-majian.json
China,Yes,fawazahmed,Chinese(simplified),Chinese(simplified),zho,29,29,1,Ma Zhong Gang,zho_mazhonggang,Translated by Ma Zhong Gang in Chinese(simplified),https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/zho-mazhonggang.json
China,Yes,fawazahmed,Chinese(simplified),Chinese(simplified),zho,29,29,1,Muhammad Makin,zho_muhammadmakin,Translated by Muhammad Makin in Chinese(simplified),https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/zho-muhammadmakin.json
South Africa,Yes,fawazahmed,Zulu,Zulu,zul,100,100,1,"Iqembu Lezifundiswa, Mussa Muhammad Telela , Uthman Mfanafuthi Msomi, Moulana Abdur Rahman Chilipa, Haji Ibrahim Mondli Japhet Mthembu, Moulana Imran Ngcobo, Moulana Eshaaq Osman",zul_iqembulezifundi,"Translated by Iqembu Lezifundiswa, Mussa Muhammad Telela , Uthman Mfanafuthi Msomi, Moulana Abdur Rahman Chilipa, Haji Ibrahim Mondli Japhet Mthembu, Moulana Imran Ngcobo, Moulana Eshaaq Osman in Zulu",https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/zul-iqembulezifundi.json
"Bangladesh, India",Mixed,IslamicDatabase,Bengali,Bengali,bn,43,43,1,Bayan foundation,bn_bayan,Translated by bayan foundation in Bengali,https://raw.githubusercontent.com/SadaqaWorks/IslamicDatabase/refs/heads/master/Quran/Sql/Bangla/bn.bayan.sql
"Bangladesh, India",Mixed,IslamicDatabase,Bengali,Bengali,bn,43,43,1,Mujibur rahman,bn_mujibur,Translated by Mujibur rahman in Bengali,https://raw.githubusercontent.com/SadaqaWorks/IslamicDatabase/refs/heads/master/Quran/Sql/Bangla/bn.mujibur.sql
"Bangladesh, India",Mixed,IslamicDatabase,Bengali,Bengali,bn,43,43,1,Taisirul Quran,bn_taisirul,Translated by Taisirul Quran in Bengali,https://raw.githubusercontent.com/SadaqaWorks/IslamicDatabase/refs/heads/master/Quran/Sql/Bangla/bn.taisirul.sql
"UK, US",Yes,IslamicDatabase,English,English,en,1,1,1,Ahmed Raza Khan,en_ahmedraza,Translated by Ahmed Raza Khan in US,https://github.com/SadaqaWorks/IslamicDatabase/blob/master/Quran/Sql/English/en.ahmedraza.sql
"UK, US",Yes,IslamicDatabase,English,English,en,1,1,1,English Transliteration,en_transliteration,Translated by English Transliteration in US,https://github.com/SadaqaWorks/IslamicDatabase/blob/master/Quran/Sql/English/en.transliteration.sql
"India, Pakistan",Mixed,IslamicDatabase,Urdu,Urdu,ur,44,44,1,Ahmed Raza Khan,ur_kanzuliman,Translated by Ahmed Raza Khan in Urdu,https://github.com/SadaqaWorks/IslamicDatabase/blob/master/Quran/Sql/Urdu/ur.kanzuliman.sql
"Bangladesh, India",Mixed,tafsir_api,Bengali,Bengali,bn,43,43,1,Tafsir Fathul Majid,bn-tafisr-fathul-majid,Translated by AbdulRahman Bin Hasan Al-Alshaikh in Bengali,https://raw.githubusercontent.com/Siamal123/quran_tafsir_api/refs/heads/main/tafsir_bengali_381_Tafsir_Fathul_Majid.json
"UK, US",Yes,tafsir_api,English,English,en,1,1,1,Tafsir Ibn Kathir (abridged),en-tafisr-ibn-kathir,Translated by Hafiz Ibn Kathir in English,https://raw.githubusercontent.com/Siamal123/quran_tafsir_api/refs/heads/main/tafsir_english_169_Tafsir_Ibn_Kathir_abridged.json
Saudi Arabia,No,tafsir_api,Arabic,Arabic,ar,65,65,1,Tafsir Ibn Kathir,ar-tafsir-ibn-kathir,Translated by Tafsir Hafiz Ibn Kathir in Arabic,https://raw.githubusercontent.com/Siamal123/quran_tafsir_api/refs/heads/main/tafsir_arabic_14_Tafsir_Ibn_Kathir.json
"Bangladesh, India",Mixed,tafsir_api,Bengali,Bengali,bn,43,43,1,Tafsir Ibn Kathir,bn-tafseer-ibn-e-kaseer,Translated by Hafiz Ibn Kathir in Bengali,https://raw.githubusercontent.com/Siamal123/quran_tafsir_api/refs/heads/main/tafsir_bengali_164_Tafseer_ibn_Kathir.json
"Bangladesh, India",Mixed,tafsir_api,Bengali,Bengali,bn,43,43,1,Tafseer ibn Kathir,bn-tafseer-ibn-e-kaseer,Translated by Tawheed Publication in Bengali,https://raw.githubusercontent.com/Siamal123/quran_tafsir_api/refs/heads/main/tafsir_bengali_165_Tafsir_Ahsanul_Bayaan.json
"Bangladesh, India",Mixed,tafsir_api,Bengali,Bengali,bn,43,43,1,Tafsir Ahsanul Bayaan,bn-tafsir-ahsanul-bayaan,Translated by Bayaan Foundation in Bengali,https://raw.githubusercontent.com/Siamal123/quran_tafsir_api/refs/heads/main/tafsir_bengali_166_Tafsir_Abu_Bakr_Zakaria.json
"UK, US",Yes,tafsir_api,English,English,en,1,1,1,Maarif-ul-Quran,en-tafsir-maarif-ul-quran,Translated by Mufti Muhammad Shafi in English,https://raw.githubusercontent.com/Siamal123/quran_tafsir_api/refs/heads/main/tafsir_english_168_Maarif_ul_Quran.json
Russia,Yes,tafsir_api,Russian,Russian,ru,17,17,1,Tafseer Al Saddi,ru-tafseer-al-saddi,Translated by Saddi in Russian,https://raw.githubusercontent.com/Siamal123/quran_tafsir_api/refs/heads/main/tafsir_russian_170_Tafseer_Al_Saddi.json
Saudi Arabia,No,tafsir_api,Arabic,Arabic,ar,65,65,1,Tafseer Al Saddi,ar-tafseer-al-saddi,Translated by Saddi in Arabic,https://raw.githubusercontent.com/Siamal123/quran_tafsir_api/refs/heads/main/tafsir_arabic_91_Tafseer_Al_Saddi.json
Saudi Arabia,No,tafsir_api,Arabic,Arabic,ar,65,65,1,Tafseer Al-Baghawi,ar-tafsir-al-baghawi,Translated by Baghawy in Arabic,https://raw.githubusercontent.com/Siamal123/quran_tafsir_api/refs/heads/main/tafsir_arabic_94_Tafseer_Al_Baghawi.json
Saudi Arabia,No,tafsir_api,Arabic,Arabic,ar,65,65,1,Tafsir Al Wasit,ar-tafsir-al-wasit,Translated by Waseet in Arabic,https://raw.githubusercontent.com/Siamal123/quran_tafsir_api/refs/heads/main/tafsir_arabic_93_Tafsir_Al_Wasit.json
Saudi Arabia,No,tafsir_api,Arabic,Arabic,ar,65,65,1,Tafsir al-Tabari,ar-tafsir-al-tabari,Translated by Tafsir al-Tabari in Arabic,https://raw.githubusercontent.com/Siamal123/quran_tafsir_api/refs/heads/main/tafsir_arabic_15_Tafsir_al_Tabari.json
Saudi Arabia,No,tafsir_api,Arabic,Arabic,ar,65,65,1,Tafsir Muyassar,ar-tafsir-muyassar,Translated by Tafsir Tafsir Muyassar in Arabic,https://raw.githubusercontent.com/Siamal123/quran_tafsir_api/refs/heads/main/tafsir_arabic_16_Tafsir_Muyassar.json
Saudi Arabia,No,tafsir_api,Arabic,Arabic,ar,65,65,1,ar-tafseer-al-qurtubi,ar-tafsir-muyassar,Translated by Tafseer Al Qurtubi in Arabic,https://raw.githubusercontent.com/Siamal123/quran_tafsir_api/refs/heads/main/tafsir_arabic_90_Tafseer_Al_Qurtubi.json
"Iraq, Iran, Syria, Turkey",No,tafsir_api,Kurdish,Kurdish,kurd,37,37,1,Rebar Kurdish Tafsir,kurd-tafsir-rebar,Translated by Rebar Kurdish Tafsir in Kurdish,https://raw.githubusercontent.com/Siamal123/quran_tafsir_api/refs/heads/main/tafsir_kurdish_804_Rebar_Kurdish_Tafsir.json
"Pakistan, India",Mixed,tafsir_api,Urdu,Urdu,ur,41,41,1,Tafsir Ibn Kathir,ur-tafseer-ibn-e-kaseer,Translated by Hafiz Ibn Kathir in Urdu,https://raw.githubusercontent.com/Siamal123/quran_tafsir_api/refs/heads/main/tafsir_urdu_160_Tafsir_Ibn_Kathir.json
"Pakistan, India",Mixed,tafsir_api,Urdu,Urdu,ur,41,41,1,Tafsir Bayan ul Quran,ur-tafsir-bayan-ul-quran,Translated by Dr. Israr Ahmad in Urdu,https://raw.githubusercontent.com/Siamal123/quran_tafsir_api/refs/heads/main/tafsir_urdu_159_Tafsir_Bayan_ul_Quran.json
"Pakistan, India",Mixed,tafsir_api,Urdu,Urdu,ur,41,41,1,Tazkirul Quran(Maulana Wahiduddin Khan),ur-tazkirul-quran,Translated by Maulana Wahid Uddin Khan in Urdu,https://raw.githubusercontent.com/Siamal123/quran_tafsir_api/refs/heads/main/tafsir_urdu_818_Tazkirul_QuranMaulana_Wahidudd.json
"UK, US",Yes,tafsir_api,English,English,en,1,1,1,Tazkirul Quran(Maulana Wahiduddin Khan),en-tazkirul-quran,Translated by Maulana Wahid Uddin Khan in English,https://raw.githubusercontent.com/Siamal123/quran_tafsir_api/refs/heads/main/tafsir_english_817_Tazkirul_QuranMaulana_Wahidudd.json
